id,date,text,label
1.23197939912321E+018,2020-02-24 16:29:12+00:00,"Her willingness to read and discover has accelerated the process of becoming integrated after her arrival in Germany. 
 
http://rawafed.interaxion-tk.de/index.php/en/personal-stories/living-in-germany-as-a-foreigner-the-language-barrier-and-the-social-activities 

#arianagrande #article #women #feminism #GirlPower  #magazine #heforshe #refugee  #foreigner",2
1.25814616494109E+018,2020-05-06 21:26:35+00:00,@Zimmlaw175 @EU_Commission @euunvie EU is as corrupt as the UN! Both should be defunded/outlawed!#ExitEU #DefundUN #EnemiesOfHumanity,1
1.18803007490751E+018,2019-10-26 09:50:17+00:00,"@BaronGreen_Back:""Here is an interesting tidbit.Kenya's debt distress is NOT because of Chinese loans but rather the syndicated loans &amp; #Eurobonds.And while we can point to projects when it comes to Chinese loans,we can't do the same with akina Eurobond""
#Ethiopia 
CC @marabyssi",3
1.2337586113289E+018,2020-02-29 14:19:09+00:00,"A fabulous day of networking, sharing and learning at our conference in #Glasgow today! We are incredibly inspired by churches' work with #refugees and #asylumseekers in this city! #RefugeesWelcome",0
1.32255522008644E+018,2020-10-31 15:05:11+00:00,https://t.co/CdHLgl7lBQ Explore how development actors can work with local authorities to enhance the social and economic inclusion of refugees,3
1.29312459175018E+018,2020-08-11 09:58:22+00:00,"Sky News now joining in with *actual* fascism, pretending that a few brown people in a dinghy are somehow a threat to the nation, while Tory crooks plunder the Treasury of billions. The dinghy people are not the problem. 😠✊🌹🇪🇺 #ToryCorruption #3Point5Percent #RefugeesWelcome https://t.co/MHP6QL85TC",0
1.24545194472392E+018,2020-04-01 20:44:17+00:00,"https://t.co/M3zqhZqm5t
please please have a read if you haven't already 
#review #book #thebeekeeperofaleppo #refugee #blog",3
1.31100344041227E+018,2020-09-29 18:02:32+00:00,"Most of the deaths and injuries in the #SecondIntifada came as a result of airstrikes against densely populated areas in the Gaza Strip and major land assaults on various West Bank cities, villages, and refugee camps. https://t.co/fYEx4mssjG",2
1.26830089276529E+018,2020-06-03 21:57:51+00:00,"A huge congrats to my writing buddy @skndjerareou for placing as a finalist in the @WritersLeague 2020 Manuscript Contest, Middle Grade category!! This story deserves its day. 💗 #MGLIT #Refugees #Adventure #DiverseBooks https://t.co/MplQrztblm",3
1.19542827572998E+018,2019-11-15 19:48:05+00:00,#IslamicState #bomb #refugeecrisis Knowledge is power site:Brit #MPs deslike attack on Syria http://bit.ly/1dg9UTW,2
1.22106579972671E+018,2020-01-25 13:42:27+00:00,@AsmaraPalace @DahlaKib #Education is a human right and #Eritrea provides free education to all...education key to meeting the #GlobalGoals   #SDG4 #EducationForAll #LeaveNoOneBehind,0
1.27275611733282E+018,2020-06-16 05:01:19+00:00,Protection in practice: what happens when all countries in the world are looking to buy the same goods and justified by the highest ideal: protecting their citizens against an unknown virus? #Refugees #rethinkingglobalsupplychain #leavenoonebehind #UNHCRinIndonesia @UNHCRIndo https://t.co/Z0IkrWK5fZ,2
1.22427501123561E+018,2020-02-03 10:14:43+00:00,"""Love Won!"" https://lttr.ai/MxEb #Refugees #RightOfAsylum #Asylumseeker",0
1.26891724997438E+018,2020-06-05 14:47:02+00:00,June E-News - Looking towards World Refugee Day on June 20! #RefugeesWelcome #FosterCare #WorldRefugeeDay https://t.co/dZmtgu3eQj https://t.co/EFMg0Kg2a4,0
1.29929319374642E+018,2020-08-28 10:30:11+00:00,"There are now nearly 1.7 billion websites online, which provide different types of websites to study, but also a lot of confusion over which type and design will work best for you. https://t.co/OndSLi4vmI

Kenya Airways | #LeaveNoOneBehind | Goodness | #TheDCI | #WomenMUSTLead",3
1.23493397509491E+018,2020-03-03 20:09:38+00:00,"https://t.co/k1g55rfqaC
When it comes to #racist and murderous efforts to prevent #refugees from finding safety, the #EU leaders are #DonaldTrump with table manners.",0
1.24189400454919E+018,2020-03-23 01:06:18+00:00,@PatrickW Especially if we ALL say no! #DebtJubilee #debtstrike #debtUnion                    https://strikedebt.org/,1
1.32702149477868E+018,2020-11-12 22:52:33+00:00,@StateHouseKenya @lindahoguttu @StateHouseKenya yesterday I received the highest presidential award from the president of the federal republic of #Germany for my contributions to integrating refugees and immigrants in #BundesrepublikDeutschland and also for my charity work in #kenya with #HomeCareInternational,0
1.25516840292839E+018,2020-04-28 16:14:01+00:00,"What is your favourite example of #EUSolidarity during #COVID19?
⠀
Join our first press briefing with @EITHealth on 30 April to find out how #EITCommunity🚀is contributing!",2
1.32716293470802E+018,2020-11-13 08:14:35+00:00,"RT @ActionAidUK: 📽️Don't miss this evening's @BFI #HisHouse Q&amp;A with Remi Weekes and ActionAid ambassador @wunmo, as they discuss the film and the refugee experience with @AABangladesh Country Director @kabirfarah. https://t.co/XkDg2kNM9H - NetflixUK",3
1.30609718698019E+018,2020-09-16 05:06:50+00:00,Here is a pretty succinct and accurate daily update from ⁦@EuropeMustAct⁩ regarding #asylumseekers suituation in #Moria and #karatepe  https://t.co/ZalSh9zBpz,2
1.24504855433223E+018,2020-03-31 18:01:21+00:00,@eucopresident @vonderleyen @Lagarde @mariofcenteno This smile is just ... a provocation. #COVID19 #Coronavirustruth #Eurobonds #Europe #CoronavirusFrance #coronanederland,2
1.29898907300513E+018,2020-08-27 14:21:43+00:00,"""We are approaching a problem that doesn’t exists"" says @essamdaod. Unlike PTSD caused by one event, a #refugee's ""traumatic event is a continuous one."" #MEIEvents

Watch the panel here:
https://t.co/3Qu5Fd88Cn",3
1.24325892234718E+018,2020-03-26 19:30:00+00:00,#Refugees to the rescue? Germany taps #migrant medics to battle #COVID19 https://reut.rs/2xnFm7o Another great reason for states to respect laws protecting refugees &amp;  #asylumseekers rights via @P4HR https://bit.ly/39kQUFN,0
1.22977075525836E+018,2020-02-18 14:12:50+00:00,I cannot for the life of me read any more tweets about the #Eurobonds but it seems like the situation is simple. Its shit both ways. You’re dammed if you do and dammed if you dont. #لبنان#لبنان_ينتفض,2
1.21633739229206E+018,2020-01-12 12:33:27+00:00,"Open the Borders, bring down the Walls!... is not a senseless demand. In fact a very sensible one. The alternative is border barbarism.
#OpenTheBorders #RefugeesWelcome 

https://www.bbc.co.uk/news/world-europe-51081865?SThisFB",0
1.23052503168553E+018,2020-02-20 16:10:04+00:00,"Causes of #eurocrisis

Lack of economic convergence 

Weak drachma boosted Greek exports 

Strong Euro led to consumer spending and boom in imports",3
