id,date,text,label
1227538192137703424,2020-02-12 10:21:26+00:00,Really lovely story about a boy from Syria who is now the star of the local rugby team despite never having played rugby before he moved to Wales https://www.walesonline.co.uk/news/wales-news/young-syrian-refugee-who-star-17712523 #RefugeesWelcome,0
1193190023866331137,2019-11-09 15:34:04+00:00,"It mostly gets a bad press and plays even worse cricket at times, but Pakistan's ability to absorb #refugees is remarkable. Unsung, but remarkable. 


#RefugeesWelcome #Pakistan #mahirakhan https://twitter.com/Refugees/status/1192045211565744130",0
1188023600743358464,2019-10-26 09:24:33+00:00,This morning @MHLibraryLee in #Lee #Lewisham #Hithergreen #RefugeesWelcome https://twitter.com/LRWTeam/status/1184842553767747584,0
1240235269896486913,2020-03-18 11:15:05+00:00,"Tecle, 29 and an International Rescue Committee staff member, became the first refugee from Africa to run for city council in Boise. 
  
#WelcomeRefugees #StandwithRefugees #buildcommunity #AllAreWelcome #OpenHeartsFreshStarts

https://www.rescue.org/article/refugee-helps-his-american-friend-realize-value-his-voice",0
1201487446178971648,2019-12-02 13:05:04+00:00,"After 4 years of a #court battle in #Poland, a #refugee person was able to recognise their gender legally. The judgment is precedential and may affect not only the situation of persons with refugee status but also those who permanently live in the country. https://www.facebook.com/FundacjaTransFuzja/photos/a.10150170464820319/10162492425150319/?type=3&theater",0
1184838010715693057,2019-10-17 14:26:09+00:00,@marty_mcd @AdamWagner1 Perhaps not: but he (along with many of us) is thinking that. History will show how this Benelux fat-cat did not help the case for remaining among the UK populace - along with his arrogant stance against Greece at its most vulnerable during the #eurocrisis. I'm glad he's off.,2
1263151780935929857,2020-05-20 16:57:07+00:00,"Czechia, Denmark, France and the Netherlands offer assistance to Greece to help protect refugees and migrants amidst the #coronavirus outbreak. The operation is coordinated by the EU via the EU Civil Protection Mechanism. 


#EUCivPro #EUsolidarity https://eu.smh.re/JZM",0
1225764830327517187,2020-02-07 12:54:43+00:00,Key issue- underfunding of care for our most vulnerable. To say the carers should have reported him is disingenuous because then what? If there is still no support? #austerity #giveitback https://twitter.com/JimMFelton/status/1225713519196286976,0
1210230286207930368,2019-12-26 16:05:59+00:00,"Russian-backed Syrian offensive in Idlib kills dozens, displaces tens of thousands - The Washington Post #whatsgoingoninidlib #syrianwar #humanitariancrisis #IDPs #refugeecrisis #problemsthataregettingworse  https://www.washingtonpost.com/world/middle_east/russian-backed-syrian-offensive-kills-dozens-displaces-tens-of-thousands/2019/12/25/3f5ce2f6-235d-11ea-b034-de7dc2b5199b_story.html",3
1190782244350242816,2019-11-03 00:06:25+00:00,"ITALY - #Italy, the new #EuroCrisis? -- #VisualPolitikEN... 🇮🇹
#EuroZone 
https://www.youtube.com/watch?v=RfSGmmDI3Fs",2
1201574309417963520,2019-12-02 18:50:14+00:00,🔞 || 🔥 It's Monday ;) Let's Rock ^^ 🔥 #OldButGold #WirSchaffenDas 🔥🔥 https://twitch.tv/delixlps,3
1185443593336623105,2019-10-19 06:32:31+00:00,@Wildaboutmusic @tompetty I'm a firm believer this album singlehandedly killed disco! #refugee #GoneTooSoon,3
1179452379185500162,2019-10-02 17:45:35+00:00,"@BorisJohnson Your party has had 9 years to take care of this country.

Instead it implemented #austerity and blamed the #EU for the result.

#Brexit #StopBrexit",0
1168375298980605952,2019-09-02 04:09:13+00:00,@Martyr003 Europe have to reap the consequences. They always stood with Judo-Christian Zionists in destroying the Muslim countries. Now refugees from that countries have legal and justified right to go and settle in Europe. #RefugeesWelcome,0
1178391416713760769,2019-09-29 19:29:41+00:00,"Draghi : “Many more people understand the importance of these reforms than a few years ago — there will at some point be a commitment.”  👏👏👏
#euro #ecb #fiscalunion https://twitter.com/edwardnh/status/1178370784131211264",0
1238219021339840512,2020-03-12 21:43:14+00:00,Disastrous handling of #Eurocrisis under Merkel left Italy with few choices. Handling of #CoronavirusPandemic follows the same pattern. https://twitter.com/berlinbarbarism/status/1162310444205453312,3
1187337800091426817,2019-10-24 11:59:25+00:00,"Executive Summary “We have a broken heart here. We feel insecure. No one wants to help us.” – “Aisha,” trans refugee #woman from #Somalia. Up to 150,000 #refugees and #asylumseekers reside in the urban centers of #Nairobi and Mombasa, #Kenya https://twitter.com/nyamoriv/status/1187310914728534017",0
1247976966399176704,2020-04-08 19:57:49+00:00,"#SiegeIsEpidemic
#SaveGazaFromCorona 
#StandWithRefugees
#COVID19 

#FF and #RT, please. Raise your voice for Palestine",0
1205793817309237249,2019-12-14 10:17:03+00:00,"If Germany had Britain's logical sense, there would not be looking at mounting #RefugeeCrisis while dragging down rest of Europe with them just to clean the stains of last century.


#justsaying https://twitter.com/washingtonpost/status/1205531090146004995",1
